ID,Nacimiento,Estado_Civil,Nivel_Educacion,Pais,Ingreso_anual_hogar,Hijos_menores,Hijos_adolescentes,Dias_antiguedad,Monto_Bebidas_Alcoholicas,Monto_Frutas_Verduras,Monto_Carnes,Monto_Pescaderia,Monto_Dulces,Monto_Productos_Premium
1993,1949,Casado_a,Doctorado,USA,"58607,0000",0,1,3172,867,0,86,0,0,19
4136,1992,Soltero_a,Secundario,Spain,"7500,0000",1,0,3458,10,17,18,8,26,40
2928,1975,Soltero_a,Doctorado,Spain,"52614,0000",0,1,3518,789,0,142,12,9,38
2920,1975,Soltero_a,Doctorado,Montenegro,"52614,0000",0,1,3518,789,0,142,12,9,38
6661,1974,Casado_a,Graduado,Spain,"67445,0000",0,1,3187,757,80,217,29,80,11
5462,1974,Casado_a,Graduado,India,"67445,0000",0,1,3187,757,80,217,29,80,11
10897,1974,Casado_a,Graduado,Australia,"67445,0000",0,1,3187,757,80,217,29,80,11
10542,1968,Casado_a,Doctorado,Spain,"36778,0000",1,1,3401,29,4,34,2,4,4
5756,1983,Convivencia,Graduado,Spain,"39453,0000",1,0,2736,46,0,7,0,0,2
3570,1969,Convivencia,Doctorado,Arabia_Saudita,"42731,0000",1,0,2870,159,2,51,6,2,24
1072,1965,Soltero_a,Doctorado,Canada,"40760,0000",0,1,2922,70,0,17,0,0,6
9606,1965,Casado_a,Doctorado,Spain,"69969,0000",0,0,2925,882,29,514,38,29,44
2730,1955,Soltero_a,Graduado,Canada,"80317,0000",0,0,2932,536,11,387,149,91,57
2995,1957,Convivencia,Master,Spain,"66636,0000",0,0,2935,291,10,689,84,10,0
8210,1975,Casado_a,Master,Spain,"54730,0000",0,1,2937,318,3,17,4,7,56
773,1971,Divorciado_a,Master,India,"42835,0000",1,1,2983,379,4,93,12,9,98
5272,1965,Casado_a,Master,Arabia_Saudita,"53843,0000",0,1,2986,378,0,88,19,4,73
5125,1960,Casado_a,Graduado,Spain,"79530,0000",0,0,3027,333,0,815,129,42,29
4391,1968,Divorciado_a,Master,Arabia_Saudita,"63841,0000",0,1,3053,635,15,100,20,7,131
6283,1968,Divorciado_a,Master,Spain,"63841,0000",0,1,3053,635,15,100,20,7,131
3421,1968,Divorciado_a,Master,Australia,"63841,0000",0,1,3053,635,15,100,20,7,131
5731,1983,Casado_a,Master,Spain,"27100,0000",1,0,3040,12,0,13,2,0,10
7152,1983,Casado_a,Master,Alemania,"27100,0000",1,0,3040,12,0,13,2,0,10
3919,1976,Soltero_a,Master,Canada,"72309,0000",0,0,2857,960,0,883,50,38,0
6097,1959,Soltero_a,Graduado,Arabia_Saudita,"50664,0000",1,1,3148,313,8,104,6,4,126
5150,1979,Soltero_a,Secundario,Spain,"20194,0000",1,0,3178,0,4,7,11,10,15
10479,1975,Casado_a,Doctorado,Australia,"76618,0000",0,0,3336,749,40,294,121,160,147
5966,1974,Casado_a,Doctorado,Spain,"45207,0000",1,1,3245,203,0,10,0,0,2
3439,1972,Casado_a,Graduado,Spain,"56721,0000",1,1,3225,157,6,39,6,13,75
6609,1966,Viudo_a,Graduado,Arabia_Saudita,"27038,0000",0,0,3268,1,26,25,17,23,15
5393,1977,Soltero_a,Graduado,Spain,"23763,0000",1,0,3340,22,0,6,6,2,6
9014,1975,Casado_a,Graduado,India,"37085,0000",1,1,2622,39,1,16,2,0,3
4050,1966,Casado_a,Master,Canada,"49605,0000",0,0,2627,42,16,29,12,20,8
6862,1971,Divorciado_a,Graduado,Spain,"1730,0000",0,0,2661,1,1,3,1,1,1
8315,1995,Soltero_a,Graduado,USA,"34824,0000",0,0,2714,4,2,11,2,0,4
5184,1995,Soltero_a,Graduado,Spain,"34824,0000",0,0,2714,4,2,11,2,0,4
3643,1974,Casado_a,Master,Canada,"63206,0000",0,0,2720,750,8,125,11,8,26
2589,1972,Divorciado_a,Graduado,Australia,"26759,0000",1,0,2616,25,3,16,8,5,2
4887,1976,Divorciado_a,Doctorado,Canada,"55412,0000",1,1,2838,10,5,28,11,1,8
10104,1974,Convivencia,Graduado,Canada,"33590,0000",2,1,3094,4,0,2,0,0,2
3254,1971,Casado_a,Graduado,Spain,"70886,0000",1,0,2877,407,70,239,103,88,53
2004,1969,Soltero_a,Graduado,Spain,"72679,0000",0,1,2903,619,54,260,127,54,54
6142,1943,Casado_a,Master,Spain,"65073,0000",0,0,2932,629,17,177,69,0,8
8553,1965,Casado_a,Graduado,Spain,"44300,0000",1,1,2990,30,0,9,0,0,3
9805,1953,Convivencia,Master,Canada,"56129,0000",0,1,2993,320,48,133,39,72,48
849,1953,Convivencia,Master,Spain,"56129,0000",0,1,2993,320,48,133,39,72,48
1606,1971,Convivencia,Graduado,Arabia_Saudita,"38590,0000",1,0,3029,3,1,8,4,3,3
125,1958,Convivencia,Graduado,India,"53083,0000",1,1,3029,215,7,33,3,0,13
9305,1976,Soltero_a,Graduado,Spain,"79689,0000",0,0,2825,311,26,640,180,37,121
4706,1966,Soltero_a,Graduado,Canada,"34704,0000",0,1,3047,29,0,5,0,1,5
4437,1962,Casado_a,Graduado,Spain,"65316,0000",1,1,3050,112,6,92,3,9,38
3081,1978,Casado_a,Doctorado,Spain,"41014,0000",1,0,3052,7,2,6,2,0,3
3536,1960,Convivencia,Graduado,India,"19740,0000",0,1,3081,7,11,3,10,4,20
8686,1979,Convivencia,Secundario,Spain,"23724,0000",1,0,2951,5,23,15,0,18,14
9707,1969,Casado_a,Doctorado,Spain,"55212,0000",0,1,3202,1103,0,45,0,0,34
10872,1969,Casado_a,Doctorado,Spain,"55212,0000",0,1,3202,1103,0,45,0,0,34
9058,1955,Viudo_a,Graduado,Spain,"79800,0000",0,0,3263,1060,21,530,32,0,224
4640,1967,Divorciado_a,Graduado,Arabia_Saudita,"70647,0000",0,1,3265,561,85,171,25,123,114
2525,1974,Casado_a,Doctorado,Canada,"38410,0000",0,0,3272,153,64,123,116,64,14
9503,1980,Soltero_a,Graduado,Spain,"28071,0000",0,0,3288,39,33,130,41,26,44
10704,1969,Soltero_a,Graduado,Spain,"54803,0000",0,1,3296,404,0,92,28,27,142
2669,1993,Soltero_a,Graduado,Spain,"74293,0000",0,0,2704,375,152,335,93,91,81
10037,1993,Soltero_a,Graduado,Arabia_Saudita,"74293,0000",0,0,2704,375,152,335,93,91,81
5680,1984,Casado_a,Graduado,Spain,"35684,0000",1,0,2687,10,4,7,0,6,3
3726,1986,Convivencia,Doctorado,Arabia_Saudita,"34320,0000",1,0,2752,4,1,9,3,0,0
4548,1981,Soltero_a,Graduado,Canada,"41967,0000",1,1,2837,23,4,10,0,2,15
4599,1976,Casado_a,Master,Canada,"49681,0000",0,2,3063,411,0,26,0,0,21
879,1976,Casado_a,Master,Arabia_Saudita,"49681,0000",0,2,3063,411,0,26,0,0,21
7409,1970,Convivencia,Graduado,Spain,"53187,0000",1,0,2865,211,2,30,7,7,10
1964,1951,Convivencia,Graduado,Spain,"86610,0000",0,0,3035,446,107,768,33,196,53
0,1985,Casado_a,Graduado,Arabia_Saudita,"70951,0000",0,0,3069,239,10,554,254,87,54
4860,1970,Soltero_a,Graduado,Spain,"24206,0000",1,0,2949,7,2,8,3,2,3
425,1985,Casado_a,Graduado,India,"55357,0000",2,0,3114,374,64,116,84,25,64
9500,1959,Casado_a,Graduado,Spain,"58113,0000",0,1,3139,221,104,169,102,78,84
3074,1984,Casado_a,Doctorado,Spain,"70643,0000",0,0,3241,1218,107,304,23,143,33
5140,1985,Casado_a,Doctorado,Spain,"64355,0000",1,0,3293,1047,0,140,67,38,153
2611,1959,Convivencia,Master,Arabia_Saudita,"82576,0000",0,0,3522,1206,55,445,168,18,18
916,1972,Soltero_a,Doctorado,Spain,"41644,0000",1,1,2551,20,3,4,2,0,2
10413,1984,Casado_a,Graduado,Spain,"72570,0000",0,0,2684,274,83,216,151,141,224
3696,1965,Divorciado_a,Graduado,Spain,"30630,0000",1,1,2772,27,1,12,2,0,10
304,1981,Soltero_a,Master,Spain,"22944,0000",1,0,2807,19,3,19,4,5,26
5113,1971,Divorciado_a,Doctorado,Spain,"86979,0000",0,0,2972,584,100,835,65,83,35
2863,1970,Soltero_a,Graduado,Spain,"52247,2514",1,2,2929,738,20,172,52,50,20
4597,1970,Convivencia,Doctorado,Arabia_Saudita,"82072,0000",0,0,3126,889,55,685,168,92,129
675,1973,Divorciado_a,Master,Spain,"52034,0000",1,1,3027,146,0,93,7,13,73
4483,1993,Soltero_a,Graduado,Arabia_Saudita,"72354,0000",0,0,3057,315,26,473,220,12,182
1502,1983,Convivencia,Graduado,Spain,"28427,0000",1,0,3084,18,3,19,3,3,6
736,1983,Convivencia,Graduado,India,"28427,0000",1,0,3084,18,3,19,3,3,6
4487,1969,Soltero_a,Master,Arabia_Saudita,"39858,0000",1,0,3140,15,20,25,2,7,26
3412,1951,Casado_a,Master,Spain,"67381,0000",0,1,3149,815,8,53,11,0,70
1744,1965,Soltero_a,Secundario,Spain,"23529,0000",0,1,2982,9,7,13,3,2,20
5837,1967,Casado_a,Graduado,Spain,"51479,0000",1,1,3167,247,8,160,6,8,65
3422,1975,Casado_a,Graduado,Alemania,"76068,0000",0,1,3196,1115,12,128,33,12,76
7462,1954,Soltero_a,Graduado,Canada,"22507,0000",0,0,3201,68,0,226,51,157,68
10702,1984,Soltero_a,Graduado,Spain,"52413,0000",1,0,3459,185,8,133,56,56,12
2115,1957,Convivencia,Graduado,Alemania,"50116,0000",1,1,2628,54,0,10,0,0,2
4138,1962,Soltero_a,Graduado,Spain,"76624,0000",0,1,2655,411,106,147,54,115,66
11091,1953,Convivencia,Graduado,Alemania,"34587,0000",1,1,2663,7,2,9,2,0,2
7712,1946,Soltero_a,Doctorado,USA,"62159,0000",0,0,2681,182,17,259,77,70,29
3535,1965,Soltero_a,Graduado,Spain,"66294,0000",0,0,2723,251,108,334,65,92,117
5899,1950,Convivencia,Doctorado,USA,"5648,0000",1,1,2727,28,0,6,1,1,13
8749,1984,Convivencia,Graduado,Spain,"37235,0000",1,0,2797,20,2,9,4,6,20
10955,1964,Viudo_a,Graduado,Spain,"85620,0000",0,0,2617,416,46,925,60,107,46
9491,1984,Convivencia,Graduado,Arabia_Saudita,"23976,0000",1,0,2803,14,1,21,2,3,25
5286,1987,Soltero_a,Master,Canada,"41020,0000",0,0,2863,112,1,54,7,7,36
3409,1984,Soltero_a,Graduado,Arabia_Saudita,"36108,0000",1,0,2876,141,8,129,3,11,47
2544,1951,Divorciado_a,Master,India,"57530,0000",0,1,2820,50,1,27,6,7,1
2118,1964,Casado_a,Graduado,Spain,"62905,0000",0,1,2882,166,75,96,119,107,59
9370,1945,Casado_a,Doctorado,Canada,"65846,0000",0,0,3027,562,81,276,80,40,81
4864,1977,Casado_a,Graduado,Canada,"34380,0000",1,0,3128,72,7,58,13,1,24
405,1964,Divorciado_a,Graduado,Spain,"41638,0000",0,1,3120,315,0,31,4,0,91
10513,1992,Convivencia,Graduado,Spain,"63207,0000",0,0,3144,438,169,565,91,169,70
5138,1950,Convivencia,Graduado,Spain,"28320,0000",0,1,3150,19,1,14,3,2,4
8387,1957,Casado_a,Graduado,Spain,"43140,0000",0,1,3043,134,8,76,6,0,11
378,1971,Casado_a,Graduado,Spain,"52531,0000",0,0,3165,283,112,151,51,72,125
5846,1977,Divorciado_a,Graduado,Alemania,"40246,0000",1,0,3176,2,1,6,2,1,1
8870,1984,Convivencia,Graduado,Spain,"35196,0000",1,0,3212,75,12,141,43,39,187
10340,1984,Convivencia,Graduado,Spain,"35196,0000",1,0,3212,75,12,141,43,39,187
7290,1985,Soltero_a,Graduado,Spain,"70596,0000",0,0,3399,347,44,534,17,0,26
8895,1985,Soltero_a,Graduado,Spain,"70596,0000",0,0,3399,347,44,534,17,0,26
3635,1962,Soltero_a,Doctorado,Arabia_Saudita,"52597,0000",0,1,2613,492,0,37,7,0,42
11178,1972,Soltero_a,Master,Alemania,"42394,0000",1,0,2717,15,2,10,0,1,4
2410,1969,Soltero_a,Graduado,Spain,"81657,0000",0,0,2777,364,40,425,158,60,50
3281,1960,Casado_a,Doctorado,Spain,"49154,0000",1,1,3094,206,10,67,30,27,71
9905,1952,Convivencia,Graduado,Spain,"34074,0000",1,1,2970,135,1,41,10,1,67
2437,1989,Casado_a,Graduado,Spain,"52247,2514",0,0,3099,861,138,461,60,30,61
2565,1955,Divorciado_a,Master,Arabia_Saudita,"70638,0000",0,0,3158,1016,12,215,16,12,63
7912,1978,Casado_a,Graduado,USA,"38136,0000",1,0,3052,8,15,27,0,20,33
7072,1973,Casado_a,Graduado,Australia,"67432,0000",0,1,3076,432,79,341,177,136,170
1409,1951,Convivencia,Graduado,USA,"40689,0000",0,1,3087,270,3,27,39,6,99
5314,1951,Convivencia,Graduado,Spain,"40689,0000",0,1,3087,270,3,27,39,6,99
7215,1983,Soltero_a,Graduado,Canada,"101970,0000",0,0,2827,722,27,102,44,72,168
8858,1972,Casado_a,Doctorado,Canada,"44325,0000",0,1,2980,516,0,21,0,0,5
895,1948,Casado_a,Doctorado,Spain,"61467,0000",0,2,3274,410,16,114,0,5,49
10313,1975,Casado_a,Graduado,Spain,"48178,0000",1,1,3228,159,4,45,6,2,38
642,1980,Casado_a,Secundario,Canada,"16005,0000",1,0,3303,1,3,2,20,30,47
8504,1973,Casado_a,Graduado,Alemania,"79593,0000",0,0,2460,350,60,568,110,133,145
1020,1973,Casado_a,Graduado,Spain,"79593,0000",0,0,2460,350,60,568,110,133,145
3717,1959,Casado_a,Graduado,Spain,"61180,0000",0,1,2686,403,24,29,6,24,218
7646,1989,Soltero_a,Graduado,Spain,"64449,0000",1,0,2750,218,63,282,137,35,70
5796,1963,Casado_a,Graduado,Spain,"77437,0000",0,0,2834,560,21,442,29,44,29
8625,1976,Casado_a,Graduado,USA,"17649,0000",1,0,2819,15,1,23,0,5,1
5407,1954,Convivencia,Graduado,Arabia_Saudita,"53103,0000",0,1,2821,729,17,133,11,0,195
4356,1971,Convivencia,Graduado,Spain,"71819,0000",0,1,2924,1224,28,140,0,14,168
2886,1971,Divorciado_a,Master,Spain,"74290,0000",0,1,2822,1121,0,72,0,12,12
10057,1951,Soltero_a,Graduado,Spain,"72282,0000",0,0,2964,503,27,419,90,139,153
10741,1951,Convivencia,Master,Spain,"47352,0000",0,1,2856,172,12,112,8,0,15
5491,1951,Convivencia,Master,Australia,"47352,0000",0,1,2856,172,12,112,8,0,15
4442,1961,Soltero_a,Graduado,Canada,"46524,0000",0,1,3040,31,19,35,26,14,52
3972,1976,Convivencia,Graduado,Spain,"50200,0000",1,1,3101,266,6,51,8,6,64
2431,1990,Casado_a,Graduado,Spain,"18222,0000",0,0,3164,12,4,19,12,6,14
7899,1952,Casado_a,Doctorado,Australia,"77610,0000",0,1,3227,1245,33,332,21,33,16
9703,1970,Casado_a,Doctorado,Arabia_Saudita,"38097,0000",1,1,3241,77,2,35,0,1,69
6927,1968,Casado_a,Doctorado,Arabia_Saudita,"44377,0000",1,1,3399,224,0,30,0,0,10
7005,1981,Soltero_a,Graduado,Arabia_Saudita,"58684,0000",0,0,2632,479,35,179,28,7,85
246,1965,Casado_a,Graduado,Spain,"66480,0000",1,1,2648,199,9,57,20,21,6
4796,1952,Divorciado_a,Graduado,Spain,"49638,0000",0,1,2690,18,10,3,3,5,0
4725,1950,Convivencia,Doctorado,Spain,"50616,0000",0,1,2696,30,2,25,0,1,9
3286,1967,Divorciado_a,Doctorado,Spain,"26642,0000",1,0,2796,13,2,15,2,2,8
10680,1986,Convivencia,Graduado,Spain,"33235,0000",1,0,2677,45,0,16,2,1,6
4297,1969,Convivencia,Graduado,India,"23228,0000",1,0,2773,13,2,18,6,1,0
7327,1959,Casado_a,Doctorado,Spain,"36732,0000",1,1,2801,21,5,3,10,1,7
1553,1946,Convivencia,Graduado,Alemania,"82657,0000",0,0,2894,966,168,672,246,105,126
1665,1964,Divorciado_a,Doctorado,Arabia_Saudita,"64140,0000",0,2,2898,1459,0,61,0,15,215
10640,1974,Convivencia,Graduado,Spain,"44392,0000",1,1,3035,87,5,71,7,12,29
7620,1990,Soltero_a,Secundario,India,"16185,0000",1,0,3036,5,11,16,21,8,45
7761,1978,Convivencia,Graduado,Australia,"38702,0000",1,0,3156,13,11,24,13,8,40
5062,1963,Casado_a,Doctorado,Arabia_Saudita,"54072,0000",1,1,2956,35,0,4,0,0,0
6349,1987,Divorciado_a,Master,Spain,"61787,0000",0,0,3006,621,73,414,78,48,85
3386,1992,Casado_a,Graduado,Spain,"34935,0000",0,0,2992,34,4,66,3,10,20
8175,1992,Casado_a,Graduado,Arabia_Saudita,"34935,0000",0,0,2992,34,4,66,3,10,20
6245,1950,Convivencia,Doctorado,Spain,"59292,0000",0,1,3000,378,14,68,19,14,14
8780,1950,Convivencia,Doctorado,Spain,"59292,0000",0,1,3000,378,14,68,19,14,14
2276,1955,Soltero_a,Graduado,Spain,"57959,0000",0,1,3128,430,16,322,43,24,33
1172,1983,Casado_a,Doctorado,Spain,"92491,0000",0,0,3159,979,44,935,29,25,22
3225,1984,Casado_a,Master,Spain,"42207,0000",1,0,3160,116,11,72,3,17,46
8629,1956,Viudo_a,Graduado,Canada,"46984,0000",1,1,3079,19,1,10,2,1,8
798,1987,Soltero_a,Graduado,Spain,"23442,0000",1,0,3171,2,0,6,8,6,5
269,1963,Soltero_a,Doctorado,Spain,"46757,0000",0,1,3209,777,30,163,0,51,122
8213,1980,Convivencia,Graduado,Spain,"14515,0000",1,0,3275,6,4,9,6,36,35
10245,1986,Soltero_a,Graduado,Spain,"80910,0000",0,0,3225,160,80,369,67,39,41
2447,1979,Convivencia,Graduado,India,"30545,0000",1,0,3239,4,12,15,19,7,12
9817,1970,Soltero_a,Master,India,"44802,0000",0,0,3296,853,10,143,13,10,20
1371,1976,Soltero_a,Graduado,Australia,"79941,0000",0,0,2620,123,164,266,227,30,174
8093,1969,Casado_a,Master,Spain,"79734,0000",0,0,2620,572,8,232,23,62,17
713,1977,Casado_a,Master,Spain,"50353,0000",0,0,2581,141,15,153,67,31,35
11051,1956,Convivencia,Doctorado,Canada,"77376,0000",1,1,2521,492,19,110,16,12,12
5545,1972,Casado_a,Doctorado,Spain,"78075,0000",0,0,2675,572,8,259,34,35,80
5283,1976,Soltero_a,Doctorado,Spain,"42473,0000",1,1,2751,93,1,21,0,4,25
5010,1988,Soltero_a,Graduado,Spain,"25008,0000",1,0,2766,2,8,8,6,1,9
7495,1948,Casado_a,Doctorado,Spain,"56223,0000",0,1,2810,77,28,31,16,0,4
4368,1980,Casado_a,Graduado,Spain,"47850,0000",1,0,3093,42,7,43,20,12,10
6303,1986,Convivencia,Doctorado,Canada,"91820,0000",0,0,2837,410,73,747,76,161,30
1030,1965,Soltero_a,Doctorado,Arabia_Saudita,"40637,0000",1,1,2966,22,0,13,0,0,3
10364,1959,Divorciado_a,Graduado,Spain,"23295,0000",0,0,2970,0,0,1,2,12,5
6945,1952,Soltero_a,Graduado,Spain,"84574,0000",0,0,3068,387,20,713,38,54,163
8562,1969,Convivencia,Graduado,Spain,"54165,0000",0,0,3016,127,4,73,15,6,11
2918,1981,Divorciado_a,Graduado,Spain,"28510,0000",1,1,3061,44,5,19,0,4,19
9167,1956,Casado_a,Graduado,Spain,"67131,0000",0,1,3079,465,71,250,93,35,62
4743,1969,Casado_a,Doctorado,USA,"56242,0000",0,1,3102,689,8,167,11,8,88
10742,1983,Casado_a,Doctorado,Spain,"86580,0000",0,0,3106,532,21,127,26,20,20
10965,1955,Convivencia,Graduado,Spain,"76005,0000",0,0,3111,983,20,389,240,50,40
7129,1962,Casado_a,Doctorado,Spain,"54693,0000",0,1,3116,686,17,142,23,26,35
3732,1955,Casado_a,Master,Canada,"52750,0000",0,1,3072,393,0,239,90,69,69
7124,1968,Divorciado_a,Graduado,Canada,"36997,0000",1,1,3162,43,4,12,8,0,27
10686,1965,Convivencia,Doctorado,Spain,"34230,0000",1,1,3169,15,0,4,0,0,2
7247,1960,Viudo_a,Graduado,Alemania,"47916,0000",0,1,3203,505,0,26,0,0,75
1513,1979,Convivencia,Graduado,Spain,"60839,0000",1,1,3289,600,21,128,223,150,128
460,1972,Casado_a,Doctorado,Arabia_Saudita,"79930,0000",0,0,3309,792,86,740,67,51,17
6653,1970,Casado_a,Doctorado,Spain,"55158,0000",1,1,3318,293,0,87,4,11,23
9400,1958,Soltero_a,Graduado,Spain,"85485,0000",0,0,2627,630,26,611,44,18,54
7106,1943,Casado_a,Doctorado,Spain,"75865,0000",0,0,2709,483,0,591,156,0,12
4252,1965,Casado_a,Graduado,Spain,"44375,0000",0,1,2717,213,5,28,7,7,41
9240,1971,Soltero_a,Doctorado,Spain,"60504,0000",0,1,2616,458,0,24,6,4,34
10770,1959,Casado_a,Graduado,Canada,"65492,0000",0,0,2773,247,161,295,210,85,47
176,1980,Soltero_a,Graduado,Spain,"67506,0000",0,1,2767,90,38,67,33,36,67
6870,1959,Divorciado_a,Doctorado,Spain,"68805,0000",0,1,2904,182,2,49,17,13,20
143,1970,Soltero_a,Graduado,USA,"61209,0000",0,0,2927,466,0,224,119,49,99
6445,1967,Convivencia,Graduado,Arabia_Saudita,"66825,0000",0,0,2969,243,101,405,29,40,40
4278,1983,Soltero_a,Doctorado,India,"87188,0000",0,0,3099,910,111,724,49,74,55
6906,1953,Viudo_a,Master,Spain,"84953,0000",0,0,3099,167,48,602,63,72,72
4637,1954,Soltero_a,Doctorado,Arabia_Saudita,"74637,0000",0,0,3026,960,64,464,146,0,16
8690,1962,Casado_a,Graduado,Canada,"86111,0000",0,0,3055,399,28,756,36,40,126
1173,1947,Convivencia,Master,Spain,"77632,0000",0,0,2888,1200,105,758,0,42,147
1928,1973,Casado_a,Graduado,Arabia_Saudita,"31814,0000",1,0,2919,35,3,20,4,1,20
9029,1972,Casado_a,Doctorado,Spain,"70116,0000",0,0,3138,707,44,603,95,58,29
10299,1969,Soltero_a,Doctorado,Spain,"48240,0000",0,0,3275,389,91,248,64,49,41
9246,1985,Convivencia,Master,India,"40101,0000",1,0,3242,171,3,129,26,24,62
4943,1953,Casado_a,Graduado,Spain,"70503,0000",0,0,3256,1379,33,216,0,33,66
4122,1975,Casado_a,Graduado,Spain,"79205,0000",0,0,3288,504,23,117,179,28,44
2853,1980,Soltero_a,Graduado,Canada,"51766,0000",1,0,2492,60,51,87,6,20,51
902,1980,Convivencia,Graduado,Canada,"62994,0000",1,0,2706,224,12,48,4,12,12
1672,1974,Convivencia,Doctorado,Arabia_Saudita,"65640,0000",0,1,2796,204,7,149,20,15,66
7254,1969,Convivencia,Graduado,Arabia_Saudita,"38361,0000",1,0,2803,39,0,56,20,8,14
8775,1969,Convivencia,Graduado,Australia,"38361,0000",1,0,2803,39,0,56,20,8,14
9543,1985,Casado_a,Graduado,Spain,"19986,0000",1,0,2846,3,6,5,0,2,6
7093,1985,Casado_a,Graduado,Spain,"19986,0000",1,0,2846,3,6,5,0,2,6
2894,1985,Soltero_a,Graduado,Spain,"72903,0000",0,0,2862,1067,138,750,0,19,39
5956,1948,Divorciado_a,Doctorado,Australia,"45072,0000",1,2,2875,144,2,99,7,2,30
1921,1967,Casado_a,Doctorado,Spain,"59062,0000",2,1,3095,46,1,12,3,0,9
5057,1961,Casado_a,Master,Spain,"61794,0000",0,1,2907,264,47,188,54,47,11
10260,1965,Convivencia,Master,Spain,"45143,0000",0,1,2926,202,5,74,11,5,14
2262,1965,Convivencia,Master,Arabia_Saudita,"45143,0000",0,1,2926,202,5,74,11,5,14
7930,1969,Soltero_a,Master,Spain,"26877,0000",0,0,2933,101,13,76,20,18,40
1461,1965,Divorciado_a,Doctorado,Canada,"36921,0000",1,1,2955,17,1,12,3,1,4
7514,1956,Convivencia,Graduado,Australia,"54342,0000",1,1,3098,84,10,34,11,10,28
6461,1969,Soltero_a,Master,Spain,"62772,0000",0,1,3025,581,49,157,43,8,108
257,1959,Casado_a,Doctorado,Spain,"75032,0000",0,1,3046,952,12,180,47,12,12
9460,1963,Casado_a,Graduado,Spain,"22419,0000",0,0,3056,30,3,47,19,21,42
3855,1963,Casado_a,Graduado,Canada,"22419,0000",0,0,3056,30,3,47,19,21,42
367,1978,Casado_a,Graduado,Canada,"36550,0000",1,0,3114,47,90,94,123,103,120
9265,1953,Casado_a,Graduado,Arabia_Saudita,"75027,0000",0,1,2920,925,64,179,133,12,77
1990,1974,Soltero_a,Doctorado,Spain,"63159,0000",0,0,3398,965,34,586,89,86,37
3594,1973,Casado_a,Master,Canada,"54108,0000",1,1,3398,539,6,91,8,6,97
9292,1952,Casado_a,Graduado,Spain,"81795,0000",0,0,3230,324,132,693,27,118,88
6218,1965,Casado_a,Graduado,Spain,"59594,0000",0,1,3236,457,4,29,0,0,9
6528,1982,Convivencia,Master,Spain,"18492,0000",1,0,2673,2,2,2,2,1,1
10164,1958,Soltero_a,Graduado,Spain,"94472,0000",0,1,2736,1017,33,417,108,100,16
9937,1979,Soltero_a,Graduado,USA,"70337,0000",0,0,2767,187,81,149,25,43,91
274,1973,Soltero_a,Graduado,Alemania,"34853,0000",1,1,2807,9,3,15,2,3,2
5250,1943,Viudo_a,Master,Australia,"52247,2514",0,0,2861,532,126,490,164,126,126
11010,1984,Soltero_a,Doctorado,Spain,"16269,0000",1,0,2922,19,3,18,3,1,0
6969,1982,Convivencia,Graduado,Australia,"50272,0000",1,0,2975,99,13,66,43,8,4
10735,1971,Soltero_a,Graduado,Arabia_Saudita,"22804,0000",1,0,2952,14,1,7,2,1,1
5068,1971,Soltero_a,Graduado,Spain,"22804,0000",1,0,2952,14,1,7,2,1,1
9974,1974,Casado_a,Graduado,Arabia_Saudita,"30631,0000",1,0,2823,15,6,20,4,5,20
7053,1966,Soltero_a,Doctorado,Arabia_Saudita,"78420,0000",0,0,2984,604,28,674,91,28,28
3179,1980,Soltero_a,Graduado,Spain,"81741,0000",0,0,2997,249,153,940,58,134,38
8082,1971,Casado_a,Graduado,Australia,"25721,0000",1,0,3023,1,3,6,3,6,15
1362,1972,Soltero_a,Graduado,Alemania,"31907,0000",0,0,3071,33,87,64,175,16,74
6768,1962,Divorciado_a,Graduado,Canada,"37859,0000",1,2,2829,22,1,8,2,1,2
2375,1972,Convivencia,Graduado,Spain,"30261,0000",1,2,3261,8,0,5,0,3,6
6856,1979,Convivencia,Graduado,Alemania,"21645,0000",1,0,3461,14,0,23,4,5,19
4066,1978,Divorciado_a,Graduado,Spain,"21282,0000",1,0,2490,1,5,8,4,8,20
4333,1954,Convivencia,Graduado,India,"32144,0000",1,1,2717,41,0,10,0,0,3
2948,1954,Divorciado_a,Master,Canada,"62637,0000",0,1,2796,104,12,48,4,12,5
4927,1971,Convivencia,Graduado,Arabia_Saudita,"16626,0000",2,0,2784,8,3,22,21,1,13
7426,1971,Casado_a,Graduado,Spain,"54690,0000",1,1,2972,111,16,37,7,9,18
8360,1971,Casado_a,Graduado,Spain,"54690,0000",1,1,2972,111,16,37,7,9,18
4058,1955,Soltero_a,Doctorado,Spain,"61284,0000",0,0,2820,618,15,106,20,7,45
10755,1976,Casado_a,Graduado,Australia,"23718,0000",1,0,3124,6,3,14,15,7,36
8414,1962,Soltero_a,Doctorado,Spain,"33419,0000",0,1,2935,56,0,12,0,0,18
6810,1983,Divorciado_a,Graduado,Arabia_Saudita,"82025,0000",0,0,3016,267,98,606,48,70,98
3839,1958,Soltero_a,Secundario,Spain,"15056,0000",1,1,3100,6,12,3,21,6,40
3483,1958,Casado_a,Graduado,Canada,"48192,0000",0,0,3009,1039,43,204,153,58,29
238,1967,Convivencia,Graduado,Spain,"67309,0000",1,1,3141,515,47,181,149,95,95
591,1957,Viudo_a,Graduado,India,"66033,0000",0,1,3144,293,35,179,46,59,65
